root;features;query_products_count;first_product_decada_profit;ten_product_decada_profit;products_with_sales;avg_price_prev_period;avg_price_period;profit_prev_period;profit_period;sellers;sellers_with_sales;sales_period
стол;раскладной;114;15800000;61932;23;1325;1355;16508756;215022;42;10;46
набор;кемпинговый;100;4414500;3780;18;4411;4300;6343117;1261324;33;9;355
кроссовки;мужской,натуральный;222;4865211;113280;81;1221;1384;863399;1613389;61;26;540
челси;женский,осенний,чёрный;13;446106;0;9;1815;1711;49888;62776;6;5;28
кроссовки;детский,летний;90;215303;4768;23;651;533;706064;252106;27;12;288
кроссовки;высокий,осенний;197;760184;141102;110;1533;1596;5151618;4886884;31;19;3967
термобелье;зимний,мужской,тёплый;117;1391775;140958;80;1386;1561;5269775;6665199;55;42;6756
термобелье;мужской,спортивный;224;802820;113850;130;1107;1335;8918007;15699665;83;53;10181
набор;женский,яркий;20;984312;36267;13;251;401;353217;2126331;5;3;4109
термоноски;женский,мужской,тёплый;17;758410;8602;12;338;411;892965;1441088;4;3;2793
зимний;зимний,мужской,шерстяной;14;596160;0;6;161;101;425384;167576;5;2;349
термобелье;зимний,мужской,нательный,спортивный;33;3076632;153436;27;1313;1619;3659372;8543927;7;6;4597
термобелье;женский,зимний,спортивный;33;2484516;51870;27;1908;2669;1875109;7325911;11;11;3637
термобелье;мужской,тонкий,тёплый;12;1564972;552;10;739;1105;1684558;3081272;6;5;1968
носок;длинный,короткий,мужской;27;422100;0;6;175;170;621651;850347;9;3;1871
термобелье;больший,мужской;19;677005;7587;13;1148;1262;1150370;909460;8;5;941
набор;мужской,спортивный,тёплый,шерстяной;22;832184;71111;14;361;386;1347279;1257150;4;1;1275
носок;белый,женский,короткий,мужской,чёрный;17;356150;0;9;255;230;467094;715679;5;3;1619
костюм;лыжный,мужской;45;1070584;125685;35;4874;5240;16516523;5096964;10;7;1898
термобелье;женский,тёплый;37;1113980;77826;20;1169;1321;1940363;4073214;9;8;2584
термокомплект;зимний,мужской;175;4139200;55283;99;1078;1086;3394908;4252821;65;45;2298
палатка;местный,туристический;281;63910400;113400;71;8091;7928;64842834;3315037;66;35;715
тент;защитный;134;2148876;794500;80;1360;1661;815005;14835136;16;4;9445
горелка;газовый,туристический;163;3648000;19778;56;947;762;4801481;615682;76;31;827
аккумулятор;гелевый;14;1654293;0;6;138;168;1492097;1364091;10;4;5093
горелка;газовый;289;3648000;11760;106;1076;955;9876575;875837;105;44;1572
плитка;газовый,туристический;16;2461230;0;5;1475;1873;2497351;239016;14;4;83
военный;мужской;80;36000000;17325;37;576;677;36681120;1040368;32;18;1708
сумка;нагрудный;169;10386883;67200;60;763;694;21158334;1002497;65;28;701
сумка;дорожный,ручной;277;2342481;57645;139;1030;1105;3787990;2579128;75;39;1962
рюкзак;военный,мужской,тактический;98;9987840;26520;45;1405;2233;3245195;10962332;21;13;5132
сумка;молодёжный;211;169068;5760;54;634;602;129630;489658;62;21;768
час;механический,наручный;196;321320643;142115;95;2194;2239;151285895;357833958;44;22;97741
бинокль;туристический;135;16289100;266546;70;1628;1807;2112412;27329439;48;26;11997
фонарь;поисковый;16;7147690;0;4;5255;5249;7177504;36124;12;4;17
фонарь;подвесной;100;1590366;35890;25;770;755;1755565;498443;39;18;525
палка;скандинавский;140;1724274;62698;59;858;1135;2571120;1737745;59;25;1243
час;женский,мужской,умный;162;9200000;3773;38;1441;1756;798106;12816054;46;16;6576
спальник;самый,спальный,хороший;21;8600000;700000;16;2122;1904;21880043;3553705;2;2;1673
крепление;автомобильный;24;1048;0;8;628;699;13349;11192;16;5;10
час;чёрный;134;61791;18060;41;2310;2611;230117;865835;65;18;531
светорегулятор;поворотный;14;14428557;0;7;2766;2539;14450222;130836;6;4;42
valena;1-ая;27;2577312;0;3;2025;2118;2230;2592603;1;1;5667
выключатель;1-клавишный;222;600656;4175;30;426;741;597501;1158317;23;8;6477
etika;1-клавишный,белый;12;1350652;13068;12;995;994;476659;5350605;1;1;8909
etika;2-х,белый,клавишный;13;2227500;17602;13;1289;1293;50583;7831887;1;1;8795
рамка;1-й,белый;10;1570929;6468;10;341;339;68644;1869025;1;1;6172
выключатель;1-клавишный,белый;36;630000;0;3;218;768;501982;117747;6;2;684
механизм;белый;146;3892704;1307215;77;386;769;4786258;20437844;9;5;22716
inspiria;-,2к+з,немецкий;29;1997752;128700;26;1288;1035;443880;4743609;1;1;6566
рамка;белый,электроустановочный;14;1042470;0;5;669;908;9394;1126544;2;2;3313
розетка;2-местная,белый;15;387750;0;2;563;569;806018;612;2;1;3
розетка;белый,двойной;158;1038173;124266;44;1614;893;688826;4417328;21;5;10206
рамка;1-й,бежевый;10;285442;4230;10;300;297;35559;368454;1;1;2782
выключатель;4,5ka,автоматический;60;3764974;172326;47;367;339;2728298;9114962;1;1;48212
устройство;защитный;144;16066241;322002;64;1996;2069;2967251;23950022;13;8;22746
выключатель;автоматический,однополюсный;74;2793728;82892;18;621;698;2120920;4081887;8;4;15033
выключатель;автоматический,дифференциальный;161;1998612;376797;53;1364;4073;2287121;11129950;14;9;9233
колодка;клеммный,пружинный;18;19864000;136872;11;5621;5503;6418944;41666128;2;1;9807
клеммник;одножильных,четверной;50;15646254;3062788;37;716;657;40217393;41613840;1;1;171007
мм;гофрированный;17;167052600;3801;15;1398;1704;45912172;265918815;3;3;70328
труба;серый;75;32351944;185380;18;568;1339;36287805;99797028;8;5;77357
клеммник;многожильный,одножильных,пятерной;56;7083315;560082;41;2988;2986;7600121;35870581;2;1;80575
клеммник;многожильный,одножильных,тройной;43;5804757;3030152;42;1979;1977;960191;144671999;1;1;261670
клеммник;одножильных,пятерной;95;7083315;1505602;78;2156;2098;7769252;48654363;2;1;134716
труба;чёрный;45;21539520;1905;12;1071;1493;14309414;20070032;14;7;23519
труба;гофрированный,серый;39;50278944;0;9;338;1428;19649158;51016253;6;3;23897
клеммник;двойной,многожильный,одножильных;59;3733045;1114512;57;1905;1914;4089546;32757615;1;1;88662
подрозетник;сплошной;21;6382163;889705;19;508;516;1580055;22761923;2;1;49745
клеммник;одножильных,тройной;69;5804757;2060968;63;1462;1459;1082982;163930431;1;1;334628
скоба;двухлапковая,металлический;25;10675800;30780;15;465;467;12694348;8933970;2;1;12000
коробка;наружный,распределительный;30;1583976;56867;15;1077;1007;995100;2440742;2;2;17282
клеммник;двойной,одножильных;120;3733045;1309694;99;1344;1348;18027139;83075046;1;1;138135
вилка;белый,угловой;26;506544;0;8;537;753;161376;686765;12;7;4418
провод;-,жёлтый,зелёный;191;935220;339990;171;570;787;420016;16375686;2;2;63087
кабель;чёрный,электрический;138;1400650;331180;79;2520;2732;12524177;21795841;7;4;19440
кабель;круглый,медный;62;3025740;255552;39;4098;4297;5458840;15582391;3;3;7509
провод;-,жёлтый,зелёный,многопроволочный;51;804419;257164;47;915;915;54918;5418809;1;1;11370
провод;белый,электрический;142;292236;82205;99;1155;1233;52343;1780174;8;5;6856
провод;синий,электрический;42;310365;116560;29;572;617;14983;1929836;1;1;5850
кабель;медный,силовой;209;2286686;7840;78;3179;3311;4919867;9663667;11;7;3950
голубой(смотка;синий;39;423448;105096;32;901;901;990510;2275852;1;1;4129
подвеска;задний;27;4392524;0;9;740;1206;3559354;4414696;12;6;6762
автодержатель;беспроводный;58;1179636;540;12;1078;1280;1241093;1018752;22;9;1028
пружинки;женский;25;94302;526;14;149;162;78767;103390;8;7;410
аниме;женский;114;822960;26325;52;346;433;1313237;1283846;30;14;1877
набор;детский,красивый;38;124089;444;16;248;265;1453;118797;12;7;325
чёрн;женский;28;61000;896;20;238;263;35103;130252;4;3;664
набор;детский,женский;160;77614;7747;52;162;143;357694;463393;50;20;1658
корона;детский;12;112860;0;4;1668;895;59377;82819;8;4;204
набор;кухонный,подарочный;157;19463598;22344;47;1683;1731;434160;37823572;58;23;86249
символ;новогодний;109;1074591;49224;43;211;350;548368;1341084;33;17;5110
коврик;придверный,чёрный;11;922306;0;4;98;80;0;1420520;4;2;4708
корзина;кухонный;26;600288;1532;15;977;368;534773;1141180;16;8;3822
полотенце;кухонный,новогодний;163;1173005;525574;62;260;266;2187092;6051361;32;20;13137
полотенце;кухонный,новый;101;600120;50820;34;329;269;1054179;2383227;22;14;6587
тапочки;домашний,женский,пушистый;168;1260659;27401;106;723;692;1024531;2296253;37;26;3196
тапочки;домашний,мягкий,плюшевый;54;1792200;1109505;36;746;603;20462683;10825269;16;12;9948
тапочки;детский,домашний,меховой,тёплый;21;2240959;11882;13;384;461;219269;6162788;5;3;9076
тапочки;домашний,милый;29;386775;2104;16;883;664;47921;484106;5;2;640
кружка;именной,правый;42;6161043;157631;20;57;97;1996310;14803709;4;2;42975
подарок;именной,правый;33;5265411;2862444;31;338;341;12313140;54415350;2;2;158850
сувенир;именной,правый;35;3221400;39372;18;48;48;2250990;9107607;2;2;26659
право;именной;33;3415275;44776;15;78;91;3557171;8463414;3;2;25317
кружка;правый;152;6161043;905408;32;33;53;2880075;21516565;18;6;62060
сим;безлимитный;46;198500;1566;27;453;580;265548;216023;16;14;961
интернет;безлимитный;28;27200;648;20;253;261;74014;77600;12;10;377
кабель;интерфейсный;15;5202252;0;3;387;461;7343827;144250;8;3;250
устройство;зарядный,универсальный;114;9828000;1187;13;412;344;38786;9855501;51;10;1551
пара;витой;69;17844288;0;9;914;5790;5991672;31913297;21;5;2412
герметичн;универсальный;16;34864620;0;2;248;256;34864890;285;2;2;1
селфи;световой;15;4360000;0;9;511;486;57338;4211665;4;3;10199
шарнир;кольцевой;10;1721730;0;6;406;416;854239;3308041;10;6;11548
крепление;шарнирный;17;2066952;670;12;384;431;722101;2347146;10;6;6303
штатив;универсальный;214;1681297;88608;39;1124;770;1870276;4607382;60;24;5078
штатив;гибкий;187;5664232;89112;64;623;676;7030191;1739557;75;42;4660
лампа;гибкий,светодиодный;32;1530858;4584;15;952;1185;272837;2709735;19;9;3937
крепление;кольцевой,шарнирный;11;687010;0;8;217;317;578165;500872;6;3;1168
штатив;напольный;119;1004400;989005;79;1092;1119;27427864;20532040;45;26;20628
штатив;напольный,универсальный;12;1246570;0;9;866;604;1423099;1511630;5;3;1584
штатив;шаровой;14;1061480;0;6;3643;2725;2952654;1746864;8;5;2178
штатив;кольцевой,напольный;18;848515;1652;14;1158;1379;6305584;4324702;8;6;3105
стойка;напольный;156;1703720;699337;100;1106;1591;20155280;24199901;46;16;15558
держатель;автомобильный,беспроводный;112;854052120;9288;25;1057;1252;1068146935;803935;58;15;362
подставка;деревянный,мобильный;15;234300;0;5;121;178;12355;238094;12;3;1070
модуль;чёрный;243;7969600;45475;42;799;1513;13810469;5351010;8;4;1340
запчасть;мобильный;295;3958000;45732;40;435;295;3861475;5920419;195;25;8335
